car,time(s),distance(m),velocity(m/s)
0,0,6,0.0
0,1,5.956666666666661,15.333333333333346
0,2,5.812947320621243,10.666666666666671
0,3,5.627507987489866,12.000000000000007
0,4,5.599436668738531,17.00000000000001
0,5,5.718617359345262,21.33333333333333
0,6,5.917597068922623,25.666666666666647
0,7,6.173313269262962,27.66666666666664
0,8,6.303600035580462,22.99999999999999
0,9,6.240185766922423,18.000000000000007
0,10,6.054765650402805,13.333333333333343
0,11,5.7829818318515205,9.66666666666667
0,12,5.6276790178686955,14.333333333333345
0,13,5.658200979813114,19.000000000000004
0,14,5.822341784811397,23.666666666666654
0,15,6.057604990891628,28.333333333333304
0,16,6.302768605156189,28.999999999999968
0,17,6.447257920473703,28.999999999999968
0,18,6.522602427729339,28.999999999999968
0,19,6.552034145544917,28.999999999999968
0,20,6.546841179304965,26.666666666666643
0,21,6.441906512688843,21.999999999999993
0,22,6.225227166965874,17.00000000000001
0,23,5.964798971814593,12.333333333333341
0,24,5.6703112691994875,10.666666666666671
0,25,5.547458286127198,15.000000000000014
0,26,5.599835215311032,19.666666666666668
0,27,5.782159763039203,24.333333333333318
0,28,6.033166593120109,28.999999999999968
0,29,6.231738306810598,23.999999999999986
0,30,6.224331975043924,19.666666666666668
0,31,6.06601244720116,14.666666666666679
0,32,5.8402561587153965,10.000000000000004
0,33,5.622563716181821,12.666666666666675
0,34,5.603550115882672,17.666666666666675
0,35,5.7428290182196635,22.333333333333325
0,36,5.968014204864017,26.999999999999975
0,37,6.222345656699145,28.999999999999968
0,38,6.408097404611931,28.999999999999968
0,39,6.503529454423938,28.999999999999968
0,40,6.544141946019818,28.999999999999968
0,41,6.552339432192935,27.66666666666664
1,0,6,0.0
1,1,6,19.830488477038923
1,2,5.990883291938735,18.391402941296928
1,3,5.95038620729556,15.383264337532726
1,4,5.854461663951293,12.990925087380507
1,5,5.774859487969252,13.671025189950292
1,6,5.74226213473978,16.08118241850277
1,7,5.783388385920216,19.82297351000098
1,8,5.888063332377669,23.612163967971274
1,9,6.026333322791743,24.382470084996875
1,10,6.100494220537575,22.42526375096284
1,11,6.096451025122247,18.72742549802104
1,12,6.010580593962755,14.778640288489687
1,13,5.8895628829055795,13.582170336338976
1,14,5.804117520206728,15.07291119110157
1,15,5.794020047386175,18.26379150337161
1,16,5.858736573551937,22.36299052165833
1,17,5.983145914378338,25.732346119258565
1,18,6.120208763885808,27.72372257802723
1,19,6.24653485592737,28.86737919185756
1,20,6.322254228257634,29.336840373538724
1,21,6.386321940452376,29.02026484205433
1,22,6.403991634601948,26.571529422719284
1,23,6.3611690770223275,22.923768855925168
1,24,6.24147884639508,18.230950897434266
1,25,6.0960657978758945,14.441146001053491
1,26,5.9279975044701585,13.446128973847104
1,27,5.8270644084238485,15.169334173002355
1,28,5.80644225243675,18.484342294268526
1,29,5.881169425885583,22.778734874585737
1,30,5.98810739804137,24.206945311426026
1,31,6.085253383374811,22.887791911109872
1,32,6.098267135090714,19.80842848252552
1,33,6.041936120690503,15.774335762831255
1,34,5.9127204527364485,13.348240883237374
1,35,5.809030595017498,14.237263025381797
1,36,5.777681357755455,17.0390673774402
1,37,5.823511242214773,20.964583332558103
1,38,5.935161196061221,24.784788905601516
1,39,6.08351733398074,27.26901683424787
1,40,6.209002101910846,28.528444822331952
1,41,6.299692463967699,29.157137376517017
2,0,6,0.0
2,1,6,19.9943496159013
2,2,5.9993411082491095,19.815392165114766
2,3,5.9929275945589096,18.904149714680766
2,4,5.962355799885825,16.922325902270174
2,5,5.910779969108864,15.350178527013192
2,6,5.851113318389548,14.851329724738388
2,7,5.807319793774889,15.73511596704607
2,8,5.806485348059073,17.940970027604454
2,9,5.8603921591914965,20.727706845802352
2,10,5.940972615028545,22.13163202142184
2,11,6.017384921516634,21.866033108890555
2,12,6.042058147622993,20.0845426719995
2,13,6.017947580126224,17.598392832421123
2,14,5.951414019556341,15.946796670324815
2,15,5.885237741708534,15.888834605543543
2,16,5.84922309586575,17.31385755579824
2,17,5.8671422094404875,19.87508565306123
2,18,5.929930208455858,22.638893917492968
2,19,6.0336695056957295,25.117075302927404
2,20,6.1207672291079005,26.593645641839395
2,21,6.215145209272362,27.794513765571246
2,22,6.296232120562377,28.11000936719447
2,23,6.341011972150625,27.080455160577927
2,24,6.3358025302141865,24.649862800463204
2,25,6.285848798035749,21.657311097260134
2,26,6.185658476310448,18.33939982937007
2,27,6.063215105383847,16.36328817850247
2,28,5.956218199412751,16.172780421749007
2,29,5.8961809619705265,17.72757217778854
2,30,5.898798470755594,19.95758674505992
2,31,5.952703563567854,21.824310632663348
2,32,6.012390642838147,21.979958059189343
