car,time(s),distance(m),velocity(m/s)
0,0,15,0.0
0,1,14.025,2.466666666666665
0,2,13.05,2.899999999999997
0,3,12.075,3.3333333333333286
0,4,11.025,3.7999999999999936
0,5,9.9,4.299999999999992
0,6,8.925,4.733333333333324
0,7,7.875,5.199999999999989
0,8,6.825,5.666666666666654
0,9,5.775,6.133333333333319
0,10,5.323383891353342,6.633333333333317
0,11,5.348309794215607,7.099999999999982
0,12,5.371825493732831,7.566666666666647
0,13,5.395753133397875,7.866666666666645
0,14,5.3931472150138235,5.999999999999972
0,15,5.3339566388506,3.999999999999967
0,16,5.2439284869731635,2.1333333333333004
0,17,5.137596672375071,0.2666666666666342
0,18,5.0324643072489605,0.4333333333333008
0,19,4.988756727967939,0.8999999999999674
0,20,4.981746100588862,1.3666666666666352
0,21,4.997997034782406,1.8333333333333033
0,22,5.028065693056897,2.333333333333303
0,23,5.0614323523438545,2.799999999999968
0,24,5.096443703600016,3.266666666666633
0,25,5.134641628969393,3.766666666666631
0,26,5.1685078022740525,4.233333333333296
0,27,5.202088756192938,4.699999999999961
0,28,5.233382647269036,5.166666666666626
0,29,5.263645746062911,5.633333333333291
0,30,5.292949056247608,6.099999999999957
0,31,5.320164474208991,6.56666666666662
0,32,5.34726044375625,7.033333333333286
0,33,5.370887044617007,7.466666666666618
0,34,5.383618163548363,7.69999999999995
0,35,5.406061515977103,7.333333333333281
0,36,5.389010638412879,5.466666666666608
0,37,5.323936872929698,3.5999999999999375
0,38,5.237608460035176,1.8666666666666045
0,39,5.12880100181967,6.178391132038996e-14
0,40,5.032438216382434,0.49999999999993816
0,41,4.993896672172378,0.9666666666666047
1,0,15,0.0
1,1,14.025,2.0055884002057613
1,2,13.05,2.1393663946118875
1,3,12.075,2.40926974855224
1,4,11.025,2.796735522499163
1,5,9.9,3.2757181663827173
1,6,8.925,3.717436984905833
1,7,7.875,4.206854430961412
1,8,6.825,4.702012634420741
1,9,5.775,5.198275897808074
1,10,5.234052151157084,5.728428899063572
1,11,5.258677953931806,6.220668894514939
1,12,5.28286431689362,6.709784036793563
1,13,5.3070619550501075,7.195801131765195
1,14,5.331772831608783,7.62591549891979
1,15,5.3532049926608805,7.234747390532164
1,16,5.352622204554268,6.114889553951729
1,17,5.326968554017026,4.544787472637456
1,18,5.273111751295414,2.6144579032184776
1,19,5.207670387725807,1.3641945632693502
1,20,5.145477689796894,0.8458061007623986
1,21,5.101008728037755,0.8004245885994512
1,22,5.074118393589447,1.0533776199049114
1,23,5.0663162503644115,1.4379312338829375
1,24,5.070380176527533,1.9011546030176611
1,25,5.083966973864676,2.4397329628248543
1,26,5.102184323305005,2.9610138391371654
1,27,5.123487432146658,3.48832889706356
1,28,5.147595052364522,4.015671968865312
1,29,5.172176167880207,4.5398015049952
1,30,5.197942800344299,5.059349585094073
1,31,5.223335309408799,5.573403738034555
1,32,5.248741940450373,6.08205538728555
1,33,5.2728802172224505,6.5496337176997965
1,34,5.285178067241214,6.799519094183093
1,35,5.310805611545424,7.295791394064606
1,36,5.335635614001035,7.586596594084314
1,37,5.352819591221305,7.031959532173961
1,38,5.348547431119551,5.896552715249058
1,39,5.320805621706404,4.2902857655044055
1,40,5.26331685160776,2.384041813642995
1,41,5.197723686539075,1.2560684472450798
2,0,15,0.0
2,1,14.025,2.000186280006859
2,2,13.05,2.0123071987576884
2,3,12.075,2.085981975936098
2,4,11.025,2.263100142171183
2,5,9.9,2.563091180375148
2,6,8.925,2.8922401269367137
2,7,7.875,3.299870948316022
2,8,6.825,3.743650361807365
2,9,5.775,4.209552815641617
2,10,5.18829138769745,4.723204781622143
2,11,5.210917202452083,5.209097999518554
2,12,5.233897249464098,5.697409660958645
2,13,5.257367592722767,6.185744283330394
2,14,5.2817414884706295,6.670983875852807
